article_id,product_code,prod_name,product_type_no,product_type_name,product_group_name,graphical_appearance_no,graphical_appearance_name,colour_group_code,colour_group_name,perceived_colour_value_id,perceived_colour_value_name,perceived_colour_master_id,perceived_colour_master_name,department_no,department_name,index_code,index_name,index_group_no,index_group_name,section_no,section_name,garment_group_no,garment_group_name,detail_desc
688558002,688558,Brittany LS,254,Top,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic,"Fitted, long-sleeved top in soft ribbed jersey."
688558022,688558,Brittany LS,254,Top,Garment Upper body,1010017,Stripe,7,Grey,1,Dusty Light,12,Grey,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic,"Fitted, long-sleeved top in soft ribbed jersey."
688605004,688605,Shark Boxy Sweater,252,Sweater,Garment Upper body,1010016,Solid,31,Light Orange,1,Dusty Light,3,Orange,1647,Tops Knitwear,D,Divided,2,Divided,53,Divided Collection,1003,Knitwear,"Short jumper in a soft knit with ribbing around the neckline, cuffs and hem."
688704003,688704,Jacket Basic 8956,262,Jacket,Garment Upper body,1010023,Denim,72,Blue,2,Medium Dusty,2,Blue,8956,Young Boy Denim,I,Children Sizes 134-170,4,Baby/Children,47,Young Boy,1016,Trousers Denim,"Jacket in washed, stretch denim with a collar, buttons down the front and buttoned cuffs. Pocket flaps at the front with a button."
688728003,688728,Inga 7p Ct Hipster,286,Underwear bottom,Underwear,1010016,Solid,9,Black,4,Dark,5,Black,1336,Shopbasket Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Jersey hipster briefs with a low waist, lined gusset, wide sides and cutaway coverage at the back."
688728009,688728,Inga 7p Ct Hipster,286,Underwear bottom,Underwear,1010016,Solid,51,Light Pink,1,Dusty Light,4,Pink,1336,Shopbasket Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Jersey hipster briefs with a low waist, lined gusset, wide sides and cutaway coverage at the back."
688728018,688728,Inga hipster shopbasket 7p,286,Underwear bottom,Underwear,1010010,Melange,9,Black,4,Dark,5,Black,1336,Shopbasket Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Jersey hipster briefs with a low waist, lined gusset, wide sides and cutaway coverage at the back."
688933012,688933,Amy Skinny Check Trs,272,Trousers,Garment Lower body,1010004,Check,9,Black,4,Dark,5,Black,5686,Trouser,F,Menswear,3,Menswear,20,Contemporary Smart,1009,Trousers,"Suit trousers in a stretch weave with a zip fly, hook-and-eye fastener and concealed button. Side pockets at the front and welt back pockets with a button. Skinny Fit – a fit with slightly shorter legs that is close-fitting at the thighs, knees and ankles to create a completely fitted silhouette."
689005001,689005,Walk Away Top,298,Bikini top,Swimwear,1010016,Solid,9,Black,4,Dark,5,Black,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Triangle bikini top with wide shoulder straps and lined cups with removable inserts. Cut-out sections at the sides, a wide elastic hem and a metal fastener at the back."
689009002,689009,Walk Away Highwaist Brief,59,Swimwear bottom,Swimwear,1010016,Solid,93,Dark Green,4,Dark,19,Green,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,Fully lined bikini bottoms with a high waist.
689014002,689014,Brooklyn cargo trousers TP,272,Trousers,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,8756,Young Boy Trouser,I,Children Sizes 134-170,4,Baby/Children,47,Young Boy,1009,Trousers,"Cargo trousers in stretch cotton twill with an elasticated drawstring waist and fake fly. Side pockets, flap leg pockets with a hook and loop fastening and fake back pockets. Tapered legs with shaping seams at the knees and ribbed hems."
689047004,689047,Tie A Lot Shape Swimsuite,57,Swimsuit,Swimwear,1010001,All over pattern,13,Beige,2,Medium Dusty,11,Beige,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Fully lined shaping swimsuit that has a sculpting effect on the tummy, back and bum. Adjustable shoulder straps, a wrapover top, lightly padded cups, support panels and a seam at the waist with ties."
689096004,689096,Barnacle Lace-Up LS,252,Sweater,Garment Upper body,1010016,Solid,52,Pink,1,Dusty Light,4,Pink,1647,Tops Knitwear,D,Divided,2,Divided,53,Divided Collection,1003,Knitwear,Short jumper in a rib-knit viscose blend with long sleeves and a V-neck with lacing at the front.
689108001,689108,Polo SS Phoenix 1,255,T-shirt,Garment Upper body,1010010,Melange,12,Light Beige,1,Dusty Light,11,Beige,5831,Knitwear,F,Menswear,3,Menswear,23,Men Suits & Tailoring,1003,Knitwear,Straight-cut T-shirt in fine-knit cotton and silk in a relaxed fit with slits in the sides.
689365040,689365,BROADWAY SHIRT S.1,259,Shirt,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1543,Tops Woven,D,Divided,2,Divided,53,Divided Collection,1010,Blouses,"Shirt in a cotton weave with a collar, buttons down the front, a yoke with a pleat at the back and long sleeves with buttoned cuffs."
689365043,689365,BROADWAY SHIRT S.1,259,Shirt,Garment Upper body,1010004,Check,42,Red,7,Medium,18,Red,1543,Tops Woven,D,Divided,2,Divided,53,Divided Collection,1010,Blouses,"Shirt in a cotton weave with a collar, buttons down the front, a yoke with a pleat at the back and long sleeves with buttoned cuffs."
689365044,689365,BROADWAY SHIRT S.1,259,Shirt,Garment Upper body,1010004,Check,9,Black,4,Dark,5,Black,1543,Tops Woven,D,Divided,2,Divided,53,Divided Collection,1010,Blouses,"Shirt in a cotton weave with a collar, buttons down the front, a yoke with a pleat at the back and long sleeves with buttoned cuffs."
689365045,689365,BROADWAY SHIRT S.1,259,Shirt,Garment Upper body,1010004,Check,12,Light Beige,1,Dusty Light,11,Beige,1543,Tops Woven,D,Divided,2,Divided,53,Divided Collection,1010,Blouses,"Shirt in a cotton weave with a collar, buttons down the front, a yoke with a pleat at the back and long sleeves with buttoned cuffs."
689365046,689365,BROADWAY SHIRT S.1,259,Shirt,Garment Upper body,1010004,Check,93,Dark Green,4,Dark,19,Green,1543,Tops Woven,D,Divided,2,Divided,53,Divided Collection,1010,Blouses,"Shirt in a cotton weave with a collar, buttons down the front, a yoke with a pleat at the back and long sleeves with buttoned cuffs."
689365047,689365,BROADWAY SHIRT S.1,259,Shirt,Garment Upper body,1010016,Solid,92,Green,1,Dusty Light,19,Green,1543,Tops Woven,D,Divided,2,Divided,53,Divided Collection,1010,Blouses,"Shirt in a cotton weave with a collar, buttons down the front, a yoke with a pleat at the back and long sleeves with buttoned cuffs."
689365048,689365,BROADWAY SHIRT S.1,259,Shirt,Garment Upper body,1010016,Solid,14,Dark Beige,2,Medium Dusty,11,Beige,1543,Tops Woven,D,Divided,2,Divided,53,Divided Collection,1010,Blouses,"Shirt in a cotton weave with a collar, buttons down the front, a yoke with a pleat at the back and long sleeves with buttoned cuffs."
689365050,689365,BROADWAY SHIRT S.1,259,Shirt,Garment Upper body,1010016,Solid,52,Pink,7,Medium,4,Pink,1543,Tops Woven,D,Divided,2,Divided,53,Divided Collection,1010,Blouses,"Shirt in a cotton weave with a collar, buttons down the front, a yoke with a pleat at the back and long sleeves with buttoned cuffs."
689365053,689365,BROADWAY S.0,259,Shirt,Garment Upper body,1010001,All over pattern,19,Greenish Khaki,2,Medium Dusty,20,Khaki green,1543,Tops Woven,D,Divided,2,Divided,53,Divided Collection,1010,Blouses,"Shirt in a cotton weave with a collar, buttons down the front, a yoke with a pleat at the back and long sleeves with buttoned cuffs."
689365058,689365,BROADWAY SHIRT S.1,259,Shirt,Garment Upper body,1010016,Solid,61,Light Purple,3,Light,6,Lilac Purple,1543,Tops Woven,D,Divided,2,Divided,53,Divided Collection,1010,Blouses,"Shirt in a cotton weave with a collar, buttons down the front, a yoke with a pleat at the back and long sleeves with buttoned cuffs."
689389004,689389,DENISE SHIRT S.0,259,Shirt,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,1543,Tops Woven,D,Divided,2,Divided,53,Divided Collection,1010,Blouses,"Straight-cut shirt in a soft viscose weave with a collar, buttons down the front, long sleeves with narrow, buttoned cuffs, and a rounded hem."
689389036,689389,DENISE SHIRT S.0,259,Shirt,Garment Upper body,1010001,All over pattern,93,Dark Green,4,Dark,19,Green,1543,Tops Woven,D,Divided,2,Divided,53,Divided Collection,1010,Blouses,"Straight-cut shirt in a soft viscose weave with a collar, buttons down the front, long sleeves with narrow, buttoned cuffs, and a rounded hem."
689389045,689389,DENISE SHIRT S.0,259,Shirt,Garment Upper body,1010001,All over pattern,42,Red,7,Medium,18,Red,1543,Tops Woven,D,Divided,2,Divided,53,Divided Collection,1010,Blouses,"Straight-cut shirt in a soft viscose weave with a collar, buttons down the front, long sleeves with narrow, buttoned cuffs, and a rounded hem."
689389047,689389,DENISE SHIRT S.1,259,Shirt,Garment Upper body,1010017,Stripe,73,Dark Blue,4,Dark,2,Blue,1543,Tops Woven,D,Divided,2,Divided,53,Divided Collection,1010,Blouses,"Straight-cut shirt in a soft viscose weave with a collar, buttons down the front, long sleeves with narrow, buttoned cuffs, and a rounded hem."
689389052,689389,DENISE SHIRT S.1,259,Shirt,Garment Upper body,1010001,All over pattern,71,Light Blue,3,Light,2,Blue,1543,Tops Woven,D,Divided,2,Divided,53,Divided Collection,1010,Blouses,"Straight-cut shirt in a soft viscose weave with a collar, buttons down the front, long sleeves with narrow, buttoned cuffs, and a rounded hem."
689389053,689389,DENISE SHIRT S.1,259,Shirt,Garment Upper body,1010017,Stripe,52,Pink,2,Medium Dusty,4,Pink,1543,Tops Woven,D,Divided,2,Divided,53,Divided Collection,1010,Blouses,"Straight-cut shirt in a soft viscose weave with a collar, buttons down the front, long sleeves with narrow, buttoned cuffs, and a rounded hem."
689389054,689389,DENISE SHIRT S.1,259,Shirt,Garment Upper body,1010001,All over pattern,91,Light Green,1,Dusty Light,19,Green,1543,Tops Woven,D,Divided,2,Divided,53,Divided Collection,1010,Blouses,"Straight-cut shirt in a soft viscose weave with a collar, buttons down the front, long sleeves with narrow, buttoned cuffs, and a rounded hem."
689389058,689389,DENISE SHIRT S.1,259,Shirt,Garment Upper body,1010001,All over pattern,61,Light Purple,3,Light,6,Lilac Purple,1543,Tops Woven,D,Divided,2,Divided,53,Divided Collection,1010,Blouses,"Straight-cut shirt in a soft viscose weave with a collar, buttons down the front, long sleeves with narrow, buttoned cuffs, and a rounded hem."
689866001,689866,Sofia headband,74,Hair/alice band,Accessories,1010016,Solid,9,Black,4,Dark,5,Black,4343,Hair Accessories,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,Hairband in jersey with a sewn-on knot-detail at the front.
689898002,689898,Timeless Padded Bra,298,Bikini top,Swimwear,1010017,Stripe,73,Dark Blue,4,Dark,2,Blue,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Bikini top with underwired, moulded, lightly padded cups, ties at the back of the neck and a metal fastener at the back."
690222008,690222,Lucille bow jumper,252,Sweater,Garment Upper body,1010016,Solid,11,Off White,1,Dusty Light,9,White,1644,Projects Jersey & Knitwear,D,Divided,2,Divided,50,Divided Projects,1005,Jersey Fancy,"Jumper in a soft, fine knit with an opening and ties at the back of the neck, long puff sleeves and ribbing around the neckline, cuffs and hem."
690270003,690270,Johannes runner SB,94,Sneakers,Shoes,1010016,Solid,10,White,3,Light,9,White,4211,Kids Boy Shoes,J,"Children Accessories, Swimwear",4,Baby/Children,42,Kids & Baby Shoes,1020,Shoes,"Trainers in mesh and imitation leather with a padded edge and tongue, elasticated lacing at the front and a loop at the back. Mesh linings and insoles and thermoplastic rubber (TPR) soles."
690449022,690449,Skinny 5pkt Premiumprice,272,Trousers,Garment Lower body,1010023,Denim,9,Black,4,Dark,5,Black,5672,Denim trousers,F,Menswear,3,Menswear,56,Denim Men,1016,Trousers Denim,"5-pocket jeans in washed, stretch denim with hard-worn details. Regular waist, a zip fly and button, and skinny legs."
690506003,690506,Petter Popover shirt,258,Blouse,Garment Upper body,1010017,Stripe,10,White,3,Light,9,White,1510,Blouse,A,Ladieswear,1,Ladieswear,6,Womens Casual,1010,Blouses,"Blouse in a cotton crêpe weave with a grandad collar, button placket and long sleeves with buttoned cuffs. Rounded hem, longer at the back."
690513006,690513,MAMA Hawaii Swimsuit,57,Swimsuit,Swimwear,1010017,Stripe,72,Blue,3,Light,6,Lilac Purple,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Fully lined swimsuit with shaped, padded cups, a wrapover top, seam under the bust and low-cut back. Gathers in the side seams for best fit. The swimsuit is made partly from recycled polyester and polyamide."
690621001,690621,New Kenta blouse,258,Blouse,Garment Upper body,1010017,Stripe,73,Dark Blue,4,Dark,2,Blue,1510,Blouse,A,Ladieswear,1,Ladieswear,6,Womens Casual,1010,Blouses,"Long-sleeved blouse in a patterned weave with a slightly wider neckline, buttoned cuffs and gently rounded hem."
690627004,690627,Kivik Linen Popover,259,Shirt,Garment Upper body,1010017,Stripe,51,Light Pink,3,Light,4,Pink,1510,Blouse,A,Ladieswear,1,Ladieswear,6,Womens Casual,1010,Blouses,"Wide shirt in a linen and cotton blend with a collar, V-neck and yoke with a pleat at the back. Dropped shoulders, long sleeves with buttoned cuffs, and a rounded hem."
690734003,690734,Ofelia bag,66,Bag,Accessories,1010016,Solid,8,Dark Grey,4,Dark,12,Grey,3944,Bags,D,Divided,2,Divided,52,Divided Accessories,1019,Accessories,"Shopper in imitation suede with an imitation leather lower section. Handles and a magnetic fastener at the top, a detachable, adjustable shoulder strap and a zipped outer compartment. Lined. Size approx. 36x39 cm."
690936002,690936,Iris Linen Jogger R.W TVP,272,Trousers,Garment Lower body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,1710,Trouser,A,Ladieswear,1,Ladieswear,6,Womens Casual,1009,Trousers,"Linen joggers with a regular, elasticated, drawstring waist, side pockets, a fake back pocket and tapered legs."
690936003,690936,Iris Linen Jogger R.W TVP,272,Trousers,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1710,Trouser,A,Ladieswear,1,Ladieswear,6,Womens Casual,1009,Trousers,"Linen joggers with a regular, elasticated, drawstring waist, side pockets, a fake back pocket and tapered legs."
729002003,729002,Clemenza padded soft bra strap,306,Bra,Underwear,1010020,Contrast,9,Black,4,Dark,5,Black,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Soft, non-wired bra in lace with crossover elastic straps at the front and cups with removable inserts that shape the bust and provide good support. Adjustable shoulder straps, a wide, lace-trimmed elasticated hem, and a hook-and-eye fastening at the back."
729095001,729095,Solange,265,Dress,Garment Full body,1010016,Solid,9,Black,4,Dark,5,Black,1322,Dress,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1013,Dresses Ladies,"Dress in a crêpe weave with a V-neck, pleats at the front, long, cuffed sleeves and a narrow, detachable tie belt at the waist. Unlined."
729136001,729136,Bagira Push Balconette Ferrara,306,Bra,Underwear,1010021,Lace,10,White,3,Light,9,White,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Strapless, push-up balconette bra in lace and mesh with underwired, moulded, padded cups for a larger bust and fuller cleavage. Narrow, detachable, adjustable shoulder straps, and a fastening at the back with three pairs of hooks and eyes."
729136003,729136,Bagira Push Balconette Ferrara,306,Bra,Underwear,1010021,Lace,52,Pink,2,Medium Dusty,4,Pink,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Strapless, push-up balconette bra in lace and mesh with underwired, moulded, padded cups for a larger bust and fuller cleavage. Narrow, detachable, adjustable shoulder straps, and a fastening at the back with three pairs of hooks and eyes."
729603001,729603,Pound jacket,262,Jacket,Garment Upper body,1010016,Solid,92,Green,1,Dusty Light,19,Green,1201,Outwear,A,Ladieswear,1,Ladieswear,19,Womens Jackets,1007,Outdoor,"Jacket in sturdy twill made from a linen blend with a collar, buttons and a wind flap down the front and open chest and front pockets. Pleats and a detachable tie belt at the waist and long sleeves with buttoned cuffs. Unlined."
729860001,729860,Skirt Shine,275,Skirt,Garment Lower body,1010023,Denim,72,Blue,2,Medium Dusty,2,Blue,1773,Denim Other Garments,D,Divided,2,Divided,57,Ladies Denim,1016,Trousers Denim,"Short, 5-pocket skirt in washed, stretch denim with a zip fly and button. The skirt is made partly from recycled cotton."
729860002,729860,Skirt Shine,275,Skirt,Garment Lower body,1010023,Denim,9,Black,4,Dark,5,Black,1773,Denim Other Garments,D,Divided,2,Divided,57,Ladies Denim,1016,Trousers Denim,"Short, 5-pocket skirt in washed, stretch denim with a zip fly and button. The skirt is made partly from recycled cotton."
729928001,729928,JESSY JERSEY SKIRT,275,Skirt,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1444,Skirts,D,Divided,2,Divided,53,Divided Collection,1012,Skirts,Short skater skirt in sturdy jersey with an elasticated waist and visible zip at the back. Unlined.
729928012,729928,JESSY SKIRT S.0,275,Skirt,Garment Lower body,1010016,Solid,43,Dark Red,4,Dark,18,Red,1444,Skirts,D,Divided,2,Divided,53,Divided Collection,1012,Skirts,Short skater skirt in sturdy jersey with an elasticated waist and visible zip at the back. Unlined.
729928016,729928,JESSY SKIRT S.1,275,Skirt,Garment Lower body,1010004,Check,9,Black,4,Dark,5,Black,1444,Skirts,D,Divided,2,Divided,53,Divided Collection,1012,Skirts,Short skater skirt in sturdy jersey with an elasticated waist and visible zip at the back. Unlined.
729928018,729928,JESSY SKIRT S.1,275,Skirt,Garment Lower body,1010001,All over pattern,9,Black,4,Dark,5,Black,1444,Skirts,D,Divided,2,Divided,53,Divided Collection,1012,Skirts,Short skater skirt in sturdy jersey with an elasticated waist and visible zip at the back. Unlined.
730012005,730012,Shorts Slim Cash Zip Fly,274,Shorts,Garment Lower body,1010023,Denim,72,Blue,3,Light,2,Blue,5673,Denim shorts,F,Menswear,3,Menswear,56,Denim Men,1025,Shorts,"Short, 5-pocket shorts in slightly stretchy denim with a zip fly and sewn-in turn-ups at the hems."
730013004,730013,Shorts Slim Midas Zip Fly,274,Shorts,Garment Lower body,1010023,Denim,72,Blue,1,Dusty Light,2,Blue,5673,Denim shorts,F,Menswear,3,Menswear,56,Denim Men,1025,Shorts,"5-pocket shorts in washed denim with a regular waist, zip fly and button, and slim legs with sewn-in turn-ups at the hems."
730125002,730125,Lola tank,253,Vest top,Garment Upper body,1010016,Solid,71,Light Blue,3,Light,2,Blue,1545,Projects Woven Tops,D,Divided,2,Divided,50,Divided Projects,1010,Blouses,"Top in a crêpe weave with narrow, adjustable shoulder straps and a scalloped edge and broderie anglaise at the top."
730135002,730135,Romance top,258,Blouse,Garment Upper body,1010001,All over pattern,51,Light Pink,1,Dusty Light,4,Pink,1545,Projects Woven Tops,D,Divided,2,Divided,50,Divided Projects,1010,Blouses,"Off-the-shoulder blouse in patterned chiffon crêpe with elastication at the top, long sleeves with elasticated cuffs, and a straight-cut hem."
730135004,730135,Romance top,258,Blouse,Garment Upper body,1010016,Solid,82,Turquoise,1,Dusty Light,7,Turquoise,1545,Projects Woven Tops,D,Divided,2,Divided,50,Divided Projects,1010,Blouses,"Off-the-shoulder blouse in patterned chiffon crêpe with elastication at the top, long sleeves with elasticated cuffs, and a straight-cut hem."
730361002,730361,ohio pinnafore,265,Dress,Garment Full body,1010016,Solid,71,Light Blue,1,Dusty Light,2,Blue,1343,Projects Dresses,D,Divided,2,Divided,50,Divided Projects,1013,Dresses Ladies,"Short dress in soft, stretch corduroy with shoulder straps, a V-neck front and back, zip at one side and a detachable belt with a plastic buckle at the waist."
730454043,730454,Valter l/l pj SB TP,297,Pyjama set,Nightwear,1010001,All over pattern,10,White,3,Light,9,White,4215,Kids Boy UW/NW,H,Children Sizes 92-140,4,Baby/Children,72,Boys Underwear & Basics,1017,"Under-, Nightwear",Pyjamas in soft cotton jersey. Long-sleeved top. Bottoms with an elasticated waist.
730566001,730566,Vacation HW wide cropped,272,Trousers,Garment Lower body,1010016,Solid,12,Light Beige,1,Dusty Light,11,Beige,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"Ankle-length trousers in a linen and viscose weave with a high waist, pleats at the front, elastication at the back and a zip fly and buttons. Side pockets, fake welt back pockets and straight, wide legs."
730683001,730683,HAVANA HW tights,273,Leggings/Tights,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,8310,Ladies Sport Bottoms,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,Sports tights in fast-drying functional fabric with a high waist and wide waistband to hold in and shape the waist. Sculpting seams at the back that showcase the body’s physique. Concealed key pocket in the waistband.
730683002,730683,HAVANA HW tights,273,Leggings/Tights,Garment Lower body,1010016,Solid,53,Dark Pink,2,Medium Dusty,4,Pink,8310,Ladies Sport Bottoms,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,Sports tights in fast-drying functional fabric with a high waist and wide waistband to hold in and shape the waist. Sculpting seams at the back that showcase the body’s physique. Concealed key pocket in the waistband.
730683014,730683,HAVANA HW tights,273,Leggings/Tights,Garment Lower body,1010010,Melange,8,Dark Grey,4,Dark,-1,Unknown,8310,Ladies Sport Bottoms,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,Sports tights in fast-drying functional fabric with a high waist and wide waistband to hold in and shape the waist. Sculpting seams at the back that showcase the body’s physique. Concealed key pocket in the waistband.
730683019,730683,HAVANA HW tights,273,Leggings/Tights,Garment Lower body,1010014,Placement print,9,Black,4,Dark,5,Black,8310,Ladies Sport Bottoms,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,Sports tights in fast-drying functional fabric with a high waist and wide waistband to hold in and shape the waist. Sculpting seams at the back that showcase the body’s physique. Concealed key pocket in the waistband.
730683036,730683,HAVANA HW tights,273,Leggings/Tights,Garment Lower body,1010014,Placement print,9,Black,4,Dark,5,Black,8310,Ladies Sport Bottoms,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,Sports tights in fast-drying functional fabric with a high waist and wide waistband to hold in and shape the waist. Sculpting seams at the back that showcase the body’s physique. Concealed key pocket in the waistband.
730683041,730683,HAVANA HW tights,273,Leggings/Tights,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,8310,Ladies Sport Bottoms,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,Sports tights in fast-drying functional fabric with a high waist and wide waistband to hold in and shape the waist. Sculpting seams at the back that showcase the body’s physique. Concealed key pocket in the waistband.
730685001,730685,FLORA running HW tights,273,Leggings/Tights,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,8310,Ladies Sport Bottoms,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,"Ankle-length running tights in fast-drying functional fabric with semi-shiny panels down the sides. High waist with a concealed drawstring, a zipped key pocket at the back and a zip at the hems. Reflective details."
730863005,730863,Skinny 5pkt Midprice,272,Trousers,Garment Lower body,1010023,Denim,72,Blue,2,Medium Dusty,2,Blue,5672,Denim trousers,F,Menswear,3,Menswear,56,Denim Men,1016,Trousers Denim,"5-pocket jeans in stretch denim with a regular waist, zip fly and button, and skinny legs."
730863014,730863,Skinny 5pkt Midprice,272,Trousers,Garment Lower body,1010023,Denim,7,Grey,2,Medium Dusty,12,Grey,5672,Denim trousers,F,Menswear,3,Menswear,56,Denim Men,1016,Trousers Denim,"5-pocket jeans in stretch denim with a regular waist, zip fly and button, and skinny legs."
730863018,730863,Skinny 5pkt Midprice,272,Trousers,Garment Lower body,1010023,Denim,9,Black,4,Dark,19,Green,5672,Denim trousers,F,Menswear,3,Menswear,56,Denim Men,1016,Trousers Denim,"5-pocket jeans in stretch denim with a regular waist, zip fly and button, and skinny legs."
730863027,730863,Skinny 5pkt Midprice,272,Trousers,Garment Lower body,1010023,Denim,9,Black,4,Dark,-1,Unknown,5672,Denim trousers,F,Menswear,3,Menswear,56,Denim Men,1016,Trousers Denim,"5-pocket jeans in stretch denim with a regular waist, zip fly and button, and skinny legs."
731119002,731119,Flirty Miki stud pk,70,Earring,Accessories,1010016,Solid,3,Silver,3,Light,15,Metal,4344,Jewellery,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,Metal stud earrings in various sizes and designs. Size from 0.3 cm to 2 cm.
731146001,731146,Citrus,265,Dress,Garment Full body,1010016,Solid,9,Black,4,Dark,5,Black,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,Fitted dress in cotton jersey with long sleeves.
731160005,731160,Shaping Skinny R.W,272,Trousers,Garment Lower body,1010023,Denim,72,Blue,2,Medium Dusty,2,Blue,1772,Denim Trousers,D,Divided,2,Divided,57,Ladies Denim,1016,Trousers Denim,"5-pocket jeans in washed, stretch denim with a regular waist, zip fly and button and skinny legs. Shaping – denim with a stretch function that holds in and shapes the waist, thighs and bum while keeping the jeans in shape."
731160007,731160,Shaping Skinny R.W,272,Trousers,Garment Lower body,1010023,Denim,9,Black,4,Dark,5,Black,1772,Denim Trousers,D,Divided,2,Divided,57,Ladies Denim,1016,Trousers Denim,"5-pocket jeans in washed, stretch denim with a regular waist, zip fly and button and skinny legs. Shaping – denim with a stretch function that holds in and shapes the waist, thighs and bum while keeping the jeans in shape."
731160014,731160,Shaping Skinny R.W,272,Trousers,Garment Lower body,1010023,Denim,9,Black,4,Dark,5,Black,1772,Denim Trousers,D,Divided,2,Divided,57,Ladies Denim,1016,Trousers Denim,"5-pocket jeans in washed, stretch denim with a regular waist, zip fly and button and skinny legs. Shaping – denim with a stretch function that holds in and shapes the waist, thighs and bum while keeping the jeans in shape."
731160021,731160,Shaping Skinny R.W,272,Trousers,Garment Lower body,1010023,Denim,8,Dark Grey,4,Dark,12,Grey,1772,Denim Trousers,D,Divided,2,Divided,57,Ladies Denim,1016,Trousers Denim,"5-pocket jeans in washed, stretch denim with a regular waist, zip fly and button and skinny legs. Shaping – denim with a stretch function that holds in and shapes the waist, thighs and bum while keeping the jeans in shape."
731160028,731160,Shaping Skinny R.W,272,Trousers,Garment Lower body,1010023,Denim,6,Light Grey,1,Dusty Light,12,Grey,1772,Denim Trousers,D,Divided,2,Divided,57,Ladies Denim,1016,Trousers Denim,"5-pocket jeans in washed, stretch denim with a regular waist, zip fly and button and skinny legs. Shaping – denim with a stretch function that holds in and shapes the waist, thighs and bum while keeping the jeans in shape."
731407007,731407,Macarena,253,Vest top,Garment Upper body,1010017,Stripe,73,Dark Blue,7,Medium,2,Blue,1522,Blouse,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1010,Blouses,"Top in a crinkled viscose weave with a V-neck front and back, adjustable spaghetti shoulder straps, buttons down the front and a tie-detail hem."
731425002,731425,Mooncake,258,Blouse,Garment Upper body,1010001,All over pattern,12,Light Beige,1,Dusty Light,11,Beige,1522,Blouse,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1010,Blouses,"Blouse in an airy weave with a V-neck, covered buttons at the top and short sleeves. Two elasticated seams and a decorative drawstring at the waist, and a flounced hem. Unlined."
731520001,731520,SKINNY PRICE 89,272,Trousers,Garment Lower body,1010023,Denim,9,Black,4,Dark,5,Black,8917,Young Girl Denim,I,Children Sizes 134-170,4,Baby/Children,77,Young Girl,1016,Trousers Denim,"Slim-fit jeans in washed, stretch denim with an adjustable elasticated waist (in sizes 8-12Y), zip fly and button, fake front pockets, real back pockets and narrow hems."
