customer_id,FN,Active,club_member_status,fashion_news_frequency,age,postal_code
40674a4f819511464220d369b2120b8db55f0bd6afc78df16500bdacc0f464db,1.0,1.0,ACTIVE,Regularly,23,afb1fb5b0a37b73ae1cbd31180cd45a860f6b81f314242265382dccf9aaabb2f
4074225895f99ae219feb8270ff801604a7cdf2ac0bf04ea14ece37895d13021,1.0,1.0,ACTIVE,Regularly,60,4efe7dc680bd3c122329de92c3fd8dcca5ca704e033f464bb04d21c4977371f4
407c15573717f2433e16082a05cff38af27d81aa7f78ccb8da635622ca1d5a42,,,ACTIVE,NONE,45,d506855005086309c2c52e6ddba644da307a01ad36d3154cceb4848825cbe5a5
4082f7399259f4f2e1cad8cab20600436dfa4730c546e1c01e3993c11db283ad,1.0,1.0,ACTIVE,Regularly,29,77e7a61ee40265d68b3c31024fca7366f9fa33afcdb3e394dd0d8c3d001e5e40
408a2a65d16ba2f9a80eb50576a63cc1cd77104fa74df06de55114fa9618fd75,1.0,1.0,ACTIVE,Regularly,45,b80bbcf2bb608e4ef66318131ba2af0821dbd25f01f2bf3f1af04cf001c8d4ce
409f377e7d30d0e073b79a6a715670d9ac5e1776b989b99c1b96370897d2d53b,,,ACTIVE,NONE,26,a9362fa808f257546046591628b418d7bab5c468cea7689a81af3d43bb22d09a
40ac66968c6ee951c586e6d6eaa82274a75ac49bcbc0576053666ea3c8c8a760,,,ACTIVE,NONE,24,6990147cd36690e8afe36ab594b78569f9ac6b8a010ac92c1ee7f1322760162c
40b06c9280cb8c4714dd073977779c22f47a60f6374fd7926fa48cc028372a99,,,ACTIVE,NONE,26,b1607693af9497ef7248a4824e3500b59b8b2d7b74ba938beed682aacd31dda6
40b5fe4b76560f79edf7f7129f232ce6bddef7da3b8805da4cfbce4279df8e6c,,,ACTIVE,NONE,27,d6718d023bd3610bbbd4a5b347357a5112da29ab546cdaaacf858ad502ac2908
40bb496f086013db25ac530496a27f93093a905ba175a15a8597a408afc3ed89,,,ACTIVE,NONE,30,a63a8d4a9506ab8787c6703b58c8a74ddd8919cd63797d2a440dcf3461809761
40beb0b49193159063a6f6135e02b4f42d96de02234afea9a002b8e193195431,,,ACTIVE,NONE,19,0d13f5606b3a7c1a13bde849bf85f467ec23855bbecd902ef9eba477c426d479
40c4e22ed22ccff7c973aa485fb6dab11c3de1b853f09965a55e9482fee83e89,1.0,1.0,ACTIVE,Regularly,49,0921eb8f212e6077ca3de3000e63f2fff76a4c3b39e82dab5b4b9a187bdcf1b8
40caa57d13b986f64e941fcb897f4a95f8c1c34e1fa976506fe70be664d6149c,,,ACTIVE,NONE,30,ebf019d3a9c45856699a802b86c3548a1fe6de10c1f7fdaf04abe996e76cd0bb
40cb410b19140b42cc92abce91895216b1250e0bf55e2277b281f5eaf14dd9bb,1.0,1.0,ACTIVE,Regularly,53,1817e1af4d7540ad5093b18f78ad7d4294a6b9072f05d665fe58bb30b2e39468
40ce54c62256e51f8cc5ccc79a233757ddecd17071f92715f139ed6358964c86,,,ACTIVE,NONE,27,754dbe48abbfbea4e4d0332ce472470ca080ab6483defe0b07b3fefec3351a72
40dfe599a28004c091b9ba4de99cf6e13edaefbf4e4796aeb115e9290a6612b3,,,ACTIVE,NONE,27,36da2aedfcb79cbc2fa78dc97ecdb3112253a87118b4f9bb48f61864e36bfecc
40e3cd01c752d7f291d60241e5f97e3d21f811e138a1a274c5c68fa2d715b7a3,,,ACTIVE,,54,e57d4e90c1a299a4c132e77e4e23bfece4f5f2445c1a72ad09675b555a36351f
40ea86c46e0e7d9ac11a53046f6bd79c3829f6a54422e19ab2f9a40f3603ab06,,,ACTIVE,NONE,28,cbf4137d60cd25e90e35932f02b283ef9a261f53bc7ff2939770711f5db046da
40f2b7d205dc843e2e81055f6131cf229390edd772beecad5fc922e17258a996,1.0,1.0,ACTIVE,Regularly,56,92feacb6993f89e54ed3a53deb9c76945ee2fb4aa20bf23436c03a36475f3738
40f53dadc4fec2471649fea24367d08ea34b711123d72220276360d43555220b,1.0,1.0,ACTIVE,Regularly,23,63726dacfd0e4efdbe2b5436d4003b11cc09d96ff3b30bce81e0ed2815c9c1ae
40fe0e3d896df72e39873572c7736167539f2d69c6059da3a90f04ec60494b80,,,ACTIVE,NONE,33,65dff02285a455163f13213b3c7486da1a4e6169813db95f121cfecbd8bbad5f
4102d9b42c9c7532569bd8bdcd6a264b162ca9cdcaf660a7c2a4e03caf4f54e0,,,ACTIVE,NONE,40,a9114cbb4707fe3448a96d0704002ae853995356cc0f6d3109415366c5c1095d
410d9e5fdedcc94edbbf6dc0d5b8d26328fd05ca35c94bf5108102eb942d567c,1.0,1.0,ACTIVE,Regularly,23,a21ee854a7b3ed1b3db4c027912c74f6c8df9d55b6a6a3d7a922666e79036f52
4116adeefaa0f0e6224afddba12ab21818102fb92726e7cb01adfe75b0d9949e,1.0,1.0,ACTIVE,Regularly,25,f5bf02ae0deec26beb4c56f18a5179cbeae9e6f303fa909be79adb972d7d803a
4127acb7ebea66a1af5b7de37643818fc6525b0813f3c21814d9b1fb93f4da68,1.0,1.0,ACTIVE,Regularly,19,47f6e827eb959d05eaa80515d0e898f4637bb968a05b1bb0712c389d82da9274
4128001f0ab72feb4a65839f1015bbb9d21932e53d95d4320b7d9a9f926e6701,1.0,1.0,ACTIVE,Regularly,32,9b492620733dbe598fdb6b3466b59d299088d63ba49723f42fae5484b1dc95bf
412f21e0e7601de54772bc56734aaa1162dbad0b0caf89f4612bcb691bb2c360,,,ACTIVE,NONE,32,39df103ace7c5398e36b5cfc8634692fac4baba939d108c71a14c6edb2949f63
413d589b54b582c466c5034252b3800abf131dc18404922f87faae8d936fdc9c,1.0,1.0,ACTIVE,Regularly,28,ae7a4f69ec5ad727453f09027761789f7c6b44baf600f3c4c5de7102fe85c25c
414349439b4b66e959801d71ae42f00f6e99e01f4ad9d4de0f1a03afcc6955df,1.0,1.0,ACTIVE,Regularly,25,77889c504ee20067759b038069d541fd86ff3004420a636fcc64ea6a4cf8b69e
414abd24f527f4535db479251b6c31ec3eab04c0d673e87780b45a25d3723616,,,ACTIVE,NONE,53,12b2291bf59333d259276adb72e5f65cc0494a0780cba99288e27b976ac8acc6
415d88b322cd7616a1be12e0a35018246e59a07884ba3b74aadeea7249abcf3c,,,ACTIVE,NONE,50,4b1e5822446f97dde9a3d36e305b6e14b93be9f78ca06a34a564d0c51d330889
416639b63d5b5eb46a6d276e985f4ef6e0e7aa097834b3d274b58eb89eb53c68,,,ACTIVE,NONE,53,9624c5c2ad1d5a5b68a9c0a3176a863bde295d4ad1b9cb161da1ab8d4bc0cfee
416b2cf07ab90fea1f28c318fc4f57365713087c0033dde5d1a3513cf2e54dcd,,,ACTIVE,NONE,29,b11871fbbed5831aece6e30404c2921d374b1c494464c4df8883602fe6d8aa8c
41778ebd7de233edf47f0f9b3abc43206be1c808186cc838ece1c9acc6a864dd,,,ACTIVE,NONE,26,4359897a492bad760f8401382aa4532a2cd36332977a912b63362dde17adcbb2
417a01909e90e2e5a679e64a4985e147a30f0886489f24f3feb7ce32b61ced20,,,ACTIVE,NONE,54,c5d75111e9130a8b8079fd072580d620fd6c5221ca17fade57105767fe0e7b8f
418284c0a42d4484015a195a34715ba5de11b6d8b161b5430b9bf41ce13f1e07,,,ACTIVE,NONE,35,004165acced7bde19342d0b2c4c9c7cde80f2dbebe5dcdda1ea97103ddf4ec61
418a87f4a882f974341dcb2b92c4bd74ce34602ce100f44131f649e91cc2f6a0,1.0,1.0,ACTIVE,Regularly,56,fba578cbede83b214f7b10782c63a0ee0e0ad1d44d666c5f26d688ccc601c7e1
418db438d329ba114f48fb7064d181845cc52c2a4ac9c865b2a2cd055791b2b2,1.0,1.0,ACTIVE,Regularly,26,155b1a1fcc0696fb9d1643b66ae1b5e8fae04f2cf93d1eb309ad6ea99808f950
41931c8b837e10215380b2eae25c11c297d75397f5695dcdcf120e4b7588bfec,,,ACTIVE,NONE,71,1e3f5c96bd56942822e962070820aa12659952ffe24084b3e8a29e19f9c793e1
41a70b1ad58e185059a042277c6c34216c3b9aadaf09ed062e68fb1c05a7af20,1.0,1.0,ACTIVE,Regularly,29,9fe1d406416f337fb45566cec02e8da1fd7039bf9376577a5a9f4e8ed4d00961
41a765f454f41da717cb676fd40af7d4dcc2e531ae012c4688298e783c621b05,1.0,1.0,ACTIVE,Regularly,39,673e9e1da30636b1a5d3a1a0d1b7567890b002ccf71085d874e5373b42b86dd2
41a9e8524e63e67c229f883faaf39f88ea095bdf91b0f685928651c5b0f4d7fc,,,ACTIVE,NONE,18,8b9d9dd126d4c0f134c02412dcbebbd441afc3d0799a937c0f8664b3db7ef2e1
41aa3cd03cc2d1651dcbfd30925834da0b69ee07bf7c03678010c4b925274fb6,,,ACTIVE,NONE,52,7cf48ac2b000e5dd19633b4fe5476264053e07c570445c51b5271edd8222a2b2
41b564fd126f6271ed16a542a59e11d9274154306cae1d19509f896485e87417,,,ACTIVE,NONE,25,004318873dc4c27f98e82601b77f94ac293919f37d91546db9b73cec39d267e6
41bbfc83cb28d56ba8f08aa5a58b33bfb2c90332d5447de4161b6a77b95412fb,1.0,1.0,ACTIVE,Regularly,55,9f27bdc774d1524a920fe4b40a6ead5519682eb1fbeccd7032be238ca35b3e9d
41c86c6f1613a38b13dddf19f769a8e59fedb949551491951c9d1427db9303d9,,,ACTIVE,NONE,27,b0ec390026869db380263b9623f46eef8e44056d8c557929ebad944e21a00880
41d2bf391ff9b9262b2c717a4ff2025133afc422062d13b23baf154998dd6c8a,,,ACTIVE,NONE,59,63242f2596a53fe3f6e7b0259408d1a9f98db637d50b14ea2c3e54e6d452cfb9
41f6e542084204d2999454bd3f464088bd694ec1f1cd408941508e6bdc408775,,,ACTIVE,NONE,57,7d865141cfbc8335df6baa459d013604438dbbeabd8cea85881aaeb823b54e96
41f896a3138e0f67c56f4cb2e5e1654f54d3bb707fd286d3876cbd2f91f0dfab,1.0,1.0,ACTIVE,Regularly,50,e65a510e69d4fcf12ee099322959c88e3cc4cf84606f640018fe5c83272bbaf7
4203e4e7fec5e49df33dbec86e4f76007f74c1be600c76b11e62e118e22e6f8f,,,ACTIVE,NONE,55,206c0e0f46f8c69321f8ed153308123a7feae3b1a2d28d8080e2227544469c26
420509b0a39806501045d430d8f953efdbba6e8eba0d966c322236ee32e76e97,,,ACTIVE,NONE,49,93621fe8e384079c84ba4762e615bb8f96cc36c4350108b125113c94abe0e7ba
4208851995d63b6b43a448a345da8ab16c185e09d3ee514e3a9ac4acb6baec07,1.0,1.0,ACTIVE,Regularly,72,945ef2d4df5e613be1721de315a7ad183a330374d42dc9da2eaff11f38d2c586
420e6b5bafc7e858863a9e4a4481689a97a63ecbcb988c7cf395d97e7fcfc4f9,1.0,1.0,ACTIVE,Regularly,59,2c29ae653a9282cce4151bd87643c907644e09541abc28ae87dea0d1f6603b1c
42131310c38f87eb0148bedce797a20995e09b8a856daace754024c51c5ea14f,1.0,1.0,ACTIVE,Regularly,18,134858335abb1512ad246b2cb23d9fda27ba40b06ecaaba311647db066a485f7
422080286d096263bc982ef75272c29c13ce97e288bdf1f6c877d590467a8765,1.0,1.0,ACTIVE,Regularly,30,e45ce0a26edd775e0cbd0a9406e14de3c0ca259d82aca956faa6cd81588715fc
4227623858257961fce94b6cedc61d94ef430f40884a9d8b7b22ddc4e395126a,1.0,1.0,ACTIVE,Regularly,32,bd6f6ed77e4401676ae7c8338897b0b7e27c9c94a725853a65d3f326d56594b4
422adb82a3482c79def9dd116421e4556034007accfceb0dc158f9ee065dff70,1.0,1.0,ACTIVE,Regularly,56,e0bc434f529250ae2f2d06da8ffb29eb72fa3c34197c498746d841469e8becb4
422d3fa031e3db6b6431f9c841b1dc874326980c44da624dbd7b46c3eb6c394c,,,ACTIVE,NONE,22,e5ae6ff15938142a51e62916bb26926c075237f093c18bd8dbb41c096f6cb1f1
42353ed8e51247ec77a5fd54ec4ed64286c1dad155914580bb2dba83b054e0c7,,,ACTIVE,NONE,23,c2a279e15aa178d071028c33918be1dbedd3823addcdfef6b9973a56118cc59e
42368cc1a7cfa8085539d54f9e4bccba7576e879edd423f24530983b8bae4a07,,,ACTIVE,NONE,18,fbadc3783ed8ff1349a52005a1d56a935ebfa466e80459f850e597c01b0bd839
4253a89946f52f4c1d36a05ac4355ddca85c3a73d663f5f4f125289cb0bbc26e,1.0,1.0,ACTIVE,Regularly,50,48c76f9dc56f0257721c915120b53e614ea7db0f5af8135c6662f9d56c70ad46
425da8f3081edda0c1720531675758387ffc344a7c04999427bef69205f037f2,,,ACTIVE,NONE,25,9ae821d6170f447ef9337b4f07677c980ca93eb1d1df8d9f174aa9604ce98a8d
4265ab7e55b6449686d81b7d979609204bafa1453d007542d24f7eb509d52a96,,,ACTIVE,NONE,27,5ebbbf0f507b0598e0f7ded9390a3061d514d57649e89b9b025ba82d2508a3b8
42668068579ea13aa6a87ee1d9ba3ab06f0cfa26c40259131132cf07914c06e2,1.0,1.0,ACTIVE,Regularly,25,743353b95e622371b5306beba3f14d2a04b34aac0455f971d962a6cf0ff8f877
426929c8415d5a01a7cc9bfeee07f533acecd222b60eb930ff9108e70c007a44,1.0,1.0,ACTIVE,Regularly,41,39ea9f0668ed5e9bd7ce2a666afbbe1031db40d1cc7e9d4557cea246dc609932
426d16c635db464abd2a78496c2a781f88be6fdc47c51819be3b6b5a4b2d6bad,,,ACTIVE,NONE,25,4e7a049802bc11fdb1e47ae0de5ecfad4bb4435d8541e9d461c99edf718314fc
426e6dccc199043d52e5818870958ff646da2cc961228210a62299b5befc617e,1.0,1.0,ACTIVE,Regularly,35,4c637b3ec066b9dca23fa753c9ba9b88e310ca120c95dde5bbc714c63f6ac6f2
427de2f074ba9c8cb7ab1562c0378a731f94246ee076865422fc206fea657e08,,,ACTIVE,NONE,34,c8bd43ed13619e62f17107fb1927f3c5c814cd2be4000e4160f6377652017823
4283d6789e899781d61e3098d00f88e618728533e5e36268c818775efb80438f,1.0,1.0,ACTIVE,Regularly,60,a30761a5e060a7167e05719452c9e408780e1763d30e5a9156ac782ee5c5f7f3
428cda89dc07a8fefc7d77ae42f211ba03888db5859e03edddedd7538cc5605d,,,ACTIVE,NONE,28,766c9f5fe8bd11ebc0b578aa6ec2f665e147030ccc5db04319a2fb1bc368fa53
429d286ae8810da93195497d4e0d6a9aa0ba5b98f5a4706dc0dec3becc0d334a,,,ACTIVE,Regularly,38,4ba2cbb48052147d9ba018d5f212552ef83efa7187bd0ede7b3199d12aca577b
42a6427e2ec9cf5e55d3cdae375df8356f66da83536c5b174ebd2089bf9224b8,,,ACTIVE,NONE,29,56282a087165e12a6fb0698abb63d09a623b18797004a76687f2923620f45861
42aa4c30b9bc6facc48a3c76b2d83700a37bcb184926e28c73a0541c0e10007a,,,ACTIVE,NONE,52,d67675397d5fe15c8a9df68bf6d7956ce0002c8658e1d785773805d5692cd599
42abb6bad8e7f3113ea0ba86d0c18655865f9e32e4b8af43d12c1c7c21916d9e,,,PRE-CREATE,NONE,25,185935968bb2e0b93097c9ffdbee753a1ceec88abe5a9c159aa7622c22903d78
42adf73faf23867dcc3a5ae51ec6eca2a9804340aebd107614351698deb29c8e,1.0,1.0,ACTIVE,Regularly,55,553f9686ad567405d74876ccc3bd19545462ea2d161d90693d5496b42bac9722
42b48fad887478a17ac9bd0d084bfa0865c7f8e814536da1d5ab0acc1a497e5d,1.0,1.0,ACTIVE,Regularly,30,62e572b88d598c3df8a9be71e4c96f16054ed0d5e927ef149a3f472197dd6c20
42c508b36761a62aa37a156494c38e29db32c5e2c53e1fccaa099235396f4b38,1.0,1.0,ACTIVE,Regularly,46,bc8ef33804c3c128634b2848f5b058ea5526cdbb9cb0cc2c7349df266e9348c8
42c64cd4b701b4409645577ef252d7f33fa79f3eba07af30982a129712a02ef0,,,ACTIVE,NONE,32,a3966fb44a43f3b7e785708c5e67dad5a5e27f6b4ba135370683d83f2de3adc0
42c997ee800c632014da2409766617fe96e507004e25a906882a3bd27d213fa6,1.0,1.0,ACTIVE,Regularly,42,e8d9f4af822861d8d0f748d7e807165760215e365d93a5850efa97ae5e9c8537
42d2ed417152715a640fa3f761815c3abe5352e6bbf56a4904ae1a911092667b,1.0,1.0,ACTIVE,Regularly,30,397fe90047c88582a381701a3f3a4f74102202c76e7505a0025c0c692a94da82
42d549cd51e6e71d8754c32d801daead8987960bbdc012f9f907c00d03af6f02,,,ACTIVE,NONE,27,c622e9473f8c2005559707f7314d6af7e9a308b9f8646e921ed6a7726b57cc65
42e88dc5d61be1eb5fd96e0fefe53a8cdabc656b65068b3e6a217a1ad51c14b5,,,ACTIVE,NONE,35,f6434058e7a3773a5ef52d13a113fc741ec4a6793adbd8523eadd4244a384e61
42ea586cd104bdeb6d06b93e3043dc8220060f8ca6cbe19b8972786f8d1be778,,,ACTIVE,NONE,45,1c14557bd5478476cbdb0694cbbe87610263691f1454e3c1998c8ccd5a99de10
42f8a635ab29cbaf43b1006a238b3bb1010429cd75a8da42a3452b5e3f8a564c,,,ACTIVE,NONE,61,4e25f482461b7523a35b5f5d41658f13408b8a4873f0e097554f28e355fe4096
42fc7a1372135b32ece4b3d0fa88d90e8305f63ace9c3183595520e4e6af6ab8,1.0,1.0,ACTIVE,Regularly,27,6b0cae5e9188c270690187d11c4f6cff7f1e9473754b8200094c954db2976f6e
43062f9512ff0003ad1f90729be74396740391f94b760429eb54177efd62cf49,,,ACTIVE,NONE,31,e80c9ea2e8d87e2d1e90b22c822dc6bd57161a8c66b0d1ce2fa2c25071ee3acf
4308983955108b3af43ec57f0557211e44462a5633238351fff14c8b51f16093,1.0,1.0,ACTIVE,Regularly,43,d51efa32b54a5f8c64d41ca12e7daa059e9a99ee31990f7703655cf311f4c3df
431ea6ecdaa02a48bbecc0b9c64db05609bc16b0e7f1a185b4cedfa4eeb285ee,,,ACTIVE,NONE,42,6b40ff925fa5b1320e51e3be1e9298c35f1ee935b3a24542fc8eff127cba0147
43207db27ec96a468e5b02bbb639fa958375d3a2c08127b9a6508219d4bd7677,,,ACTIVE,NONE,28,bef79015ab90c362b2e9294b687f967be9cbc7387438bdaf530ab059513a673a
432168a42fade3c510fde13c81a49a79b0e02a3c61550866e4f4805bd61d8a0f,,,ACTIVE,NONE,26,4e9a3f4c52858acf8233c0a631f8b04cfea9988d258b2b2b803296d66bc7bf61
4321e609033af722a9d7eefcf8e80bc1078b13cdc98778b4cbd4932dcf64754a,1.0,1.0,ACTIVE,Regularly,21,94f9d30fa7a33de980d50cd1908450ccf9ce01ddcf62beec60bdc068e9393f37
433035a43e72d2e08d52f51efa055561782750eab199bf4bf96ea69b58eda527,1.0,1.0,ACTIVE,Regularly,42,f4f13c7edef1a47d15be156b3be0b6cf92b6c52be44cb35b4fa5258522c3c590
435260c5dc6c9133e800914b9619dd13584b9a422f0bb578edd2a6734b28a01e,,,ACTIVE,NONE,28,2c29ae653a9282cce4151bd87643c907644e09541abc28ae87dea0d1f6603b1c
4357c4bb38e6a6f25ac039e912d7b7bec3e5f5a45dd7553f1308a26b353b5388,1.0,1.0,ACTIVE,Regularly,26,38ee93ed72926d6261b21fb2d040caef54fb8d4bbb119f96ed080ca5a9038883
4358fb235e6119afe3b648023ee2aa4573a435799256ea3463800fe81ea078a1,1.0,1.0,ACTIVE,Regularly,50,145ef6643df0b1141ca94e30cdde301db9f2e7da51aa394b645ad4e639ce2578
435d4810064deb204fa86161de54d30d29484ba762fb10d610308e25949613d3,,,ACTIVE,NONE,43,c3c1900e873c698696ce68ba21099906d5b83c490e26403f4dd325e5acaba091
4362a0502abd86e1be0749f0c3c53c5f6de85e936ea04d5a09cf12231ab29fd9,1.0,1.0,ACTIVE,Regularly,23,bba1e9c8502ee0a9bd7298914017aab0a65358547d347e25d680a4e3be3dbb4a
4368fd9a1f14f48feca7a76c5870eaf89d1b0409b72d8bfb5f1e0e0c48959258,1.0,1.0,ACTIVE,Regularly,47,6f3901d10fed4d700bc2506961d66b112bdb0600e6156d2c2a09d070024bb58e
436a7896121229a473f7c4b27db83eb391a6b140d2222eefce7ce84116fd4d3c,,,ACTIVE,NONE,29,ba7a8530985bbf85e2e5677317926daad74d5745908feddb7064ce89ff519341
437735c4229d365a88af3e1c024d94d960e56bf56fb5d7cb72f24297a66dc21f,1.0,1.0,ACTIVE,Regularly,29,1750ed8dde98f9418d22287e20dbda1f28679f80da27493130201725af9cdd85
4379319191300a19f329748c7f1d7b975c2b4c0efb6e42ac56235cf1dd7c45d4,,,ACTIVE,NONE,49,dc07d4d652581129f2c20af87cdd5fff4bd80daf6d4d8b4b6fdad1ea0e713707
438229c50d01a947aa4d9344bc3e832eee37a85f933e250c55d38632d8058d16,,,ACTIVE,NONE,28,5b93d12fcaecdf870a208035f204b42e9d61a3df9208c0a80dd39e54d67b5dbb
438c4f0e4f6046e3ca57eb2fb6d682d94e354ca5e1ffd1899523b5babcadd773,,,ACTIVE,NONE,51,4abe705303ccf8d03babd301402e06ab58b480094aa8088cc5ebe609288b56b6
439c74cdb746dc5470c101f7fb296e1f9bc7d79049dc78eebd0ef079a83ca1c4,,,ACTIVE,NONE,26,1b85bd0992c1705df9014355c75d061d1cd4d75fc62acaa080bf954d9d057839
439df7233178016744e7ab4b8b65fe3e6ffedc5ded4eac9b43fd6a95b20a0ee2,,,ACTIVE,NONE,24,c465aaa64c56accb39e8ba48b8e7946e6099eebe9012503c90668c76feec6cb3
439e5b5eef3045ba90b0f1f7ba8ab0e9288383c3a3a9f55ec3b92a255bb67130,1.0,1.0,ACTIVE,Regularly,22,ddb4bef5bf2203d969ad6749ad4888b6d7dd3366728f98e4704f81e9355d0243
43a17a7eec4a246cbaf73500c90d88862dcbab350fe25b737964dcbf4a37ee33,1.0,1.0,ACTIVE,Regularly,55,e9eb9c171882edc6935cc56ba7f5d52ea103d5b4e8e41f9e777009c26fbec1c8
43a3633a1b4708a95a5feec3dbfa4d144d0151fea576822c444bbc796b6d7e96,,,ACTIVE,NONE,43,9a5fa8f5ee861ec66fe3773a4c1343bd8c852d836d4f2a5b06e58eb2577fbcdc
43a438eafb9221bdd9bb10264d16821f4e83e646d941478f40f660d75ccb3452,,,ACTIVE,NONE,30,efae2185d36ef5fc6193c429d7e89e8a51303f8d1aa06460c8a6cdb1dbebb124
43a677c75150121041fd2b85e711352233df7a71898f4111589938f5dc07f894,1.0,1.0,ACTIVE,Regularly,56,e69726d21f9afd1130d0c6506c223d33a4d750632878b6a3ad312e6a5760ccc4
43aadcb6eacce1dbef2e6ed27c6367379a60b4efb639c70a641948d759e6c12d,,,ACTIVE,NONE,22,91e15812c11b24a8b10660e86d7c7478af63206f27c27c017d6f9a51be6e18c9
43abbf40bb0e1336896561aff97c09f8fed36b177c51602006ec292aa7145d40,1.0,1.0,ACTIVE,Regularly,48,3776a3708722836b15b7057ab0141e6013cd09f16219a00802b5cbfcb8127af7
43adb1773e7f826547f325f9e1793a7adbf457a35019663029f8c13e0b0fecca,1.0,1.0,ACTIVE,Regularly,41,7f4fe523e77afee250a644ad3b28c675e0b7c8710638a827d91432f666cc8bc8
43b35e3c8a19cea386ff5ee4d1ef13d343a3c5dd0f4000e2304f01d43d434c6d,1.0,1.0,ACTIVE,Regularly,30,4152b40e1fdb4b1e1ee5f76757873c3f808f11f2ec31172624e028feb97964d9
43b3cb7b4ca132dc925302c03633ffe44cbb5742ac77216a15ecce51913f6c9a,1.0,1.0,ACTIVE,Regularly,28,9196feea9ec054ea0bb3f49278895f09ee4405933e846a6937a8d785b59a06ab
43b8c85c93b14eb6720b195ca45173ad2cb9c873859aab93c5ac4b116edda54d,,,ACTIVE,NONE,25,53defeded3c217b36e1172f5210bb715cb97707e36011ea3b9036d33a79754b5
43d10e41d5be31a75929d450534106e02fedd41bcfa9d94ea593667b205f40c0,,,ACTIVE,NONE,43,57dd5be10797fcc0cf6d9712477bd02ac93cf0b9ba29fcd0e90f1e11ea135341
43d6a7a254ff24674bccd54fb662bcea1c850542c404f4f09e59365ee55e31f7,,,ACTIVE,NONE,29,25971419ba32e1b55b9c0f0b3cb6b7b896b7511b93c44d44fa04320fcb878b23
43d943236c23fcc01029cc3bbcdbc17716978476aeec599ca6463dbf9ef89dba,,,ACTIVE,NONE,40,5e799d8910a67269353cd3d146cfd942a44476755756b0de561d92767946ae61
43df7f2264a61b4e93d899a28af195eb5359e48a666a09b49e419ba2b3b37b33,1.0,1.0,ACTIVE,Regularly,31,d3a6bd8beed413ecad6c69c214e60bb3b9413282439b48a4658e2a9fad3dcff5
43edea1729231076d7979121d26995ea0e0b50311e554ba9c9e5499a6ec27d1c,,,ACTIVE,NONE,31,f5a23df27f5c9cd8f3ccb76541dcac4db2d238c74f950496a58f877332042023
43f1a67a4aec129e8aaa884b57c7d1f2d33f8fed0084c038f9185cf8b8122d57,1.0,1.0,ACTIVE,Regularly,23,4a78eb22b2ec5fba246e768090d8cdde1749d4e1fcfcb99b0e50853c4813a1ad
44027cb5399144b447501a7df6b46fc5d2c96281eed675fd7744a25f5d65bf09,1.0,1.0,ACTIVE,Regularly,30,3c94a55915ae28f93736ab8c5b9bf5a059fa51bb4fb17e96c9191e8a8ac69a6a
4409ab82d961d3350a1e6a0a98f3e0c49df378c21874be2462f35e03523bc9f8,,,ACTIVE,NONE,33,55edeaa8467f0d2cd33ac533377b68c8fd81a968c5b375c5a26dbfcd2079cbe1
440ae6dde6dd40c346549f9da44bec8ca533853f9a6d07dbd3732008ad569159,1.0,1.0,ACTIVE,Regularly,21,d1520b3890713614ead7ba3aef25856fcdf5d7a9aa242a42033a211aabf6345f
44127f642ca1393c48afe3e9474f0f140a4c0684c081215c506496652ecb1f67,,,ACTIVE,NONE,46,2c29ae653a9282cce4151bd87643c907644e09541abc28ae87dea0d1f6603b1c
4417f60afed369b2c4e32000d32d25d6c30c9a1e02bda60201e14259d1315885,1.0,1.0,ACTIVE,Regularly,55,83bbefe8c6657839cd9f38db983825a0657c9dfc78667dbed000fbf7f411c31c
441a9c1f97dedc28a96a8fee184afcb725f022b633db513b66bb9f82d8262bf0,1.0,1.0,ACTIVE,Regularly,35,cec8c9f307a06705c0f9dfb8004db753375e47c18492d2d29284435322bec01a
441d53ff51028482e739791689ba74f904261cd038be74f5f3c858410aa895f1,1.0,1.0,ACTIVE,Regularly,26,79afd2e42c6a1cbb268639c3aa79f6689523ca14b0845d9675b0ab2b4aa915cc
4426900cb667cbccd48df94462fc5ee4eb396f37d83077f8572b8ceca21127af,1.0,1.0,ACTIVE,Regularly,23,230498cf193e6e6af5ae517df4a40a65566759ea06c72bc5fa41c832cb6c2986
4438b77cc57943ffafc8e8433a12f7c3bb11aa6d0dfe4f11cf1de9b09431c4ac,1.0,1.0,ACTIVE,Regularly,24,621af20c796cff0604ba1344969ddaf5212b1a6cdd4956fcd11397aae36b31b1
445051ac1a93643097732e72c38c7968ea18b4184e63e29e2e59746ebcda01aa,,,PRE-CREATE,NONE,53,94c4bfa8453090b38901a10cd5075b44e8d7437abe454c8d8cadcb1b6b5ef0e4
4452bbe2f9e24deaec154a54f0587fc1f186d0303a7057c8f5b59f58213412ae,1.0,1.0,ACTIVE,Regularly,63,3c8e1a1249de28c5d647a27607daf92b7217cbe1ef038bcb4dafd7031ae70359
44554220f9119a8b9867d806201ef006201f0cdf54cb73ef46fb9281c8e11465,1.0,1.0,ACTIVE,Regularly,29,a62fbd49b3b2c197733c63f7377c6d788c917c42eff908b9a270d5c0f43a8285
445597cf282234a7f39e63fb5fd596ec095df751bc322f3285b23cb7d60fbb7c,,,ACTIVE,NONE,26,9759013f2a9a1e6e17ef3c4e94628fc565b6bacc73791b75250e6bca1c6705d6
